110.0 20.0 45.54974319538182
111.0 20.0 47.5496870510152
111.0 20.5 47.51366661719574
111.0 21.0 48.2425595907249
111.5 20.0 45.081822846596964
111.5 20.5 46.556916792517164
111.5 21.0 52.15564352738599
111.5 21.5 48.267471491500096
112.0 20.0 46.03781331962491
112.0 20.5 50.23042031296237
112.0 21.0 49.44490145112327
112.0 21.5 48.59344600212733
112.5 20.0 44.56928665705959
112.5 20.5 47.322646868986915
112.5 21.0 48.7795897242211
112.5 21.5 48.738096792094254
113.0 20.0 47.87738959346984
113.0 20.5 46.986591803351914
113.0 21.0 48.71925449579645
113.0 21.5 47.97346760282987
113.0 22.5 47.27337624003175
113.5 20.0 47.97064971839808
113.5 20.5 47.75262893581875
113.5 21.0 45.62840854350164
113.5 21.5 44.584633693984856
113.5 22.0 44.3850679242288
114.0 20.0 48.4074586356368
114.0 20.5 46.278632563203345
114.0 21.0 46.8384445198148
114.0 21.5 47.303872364439265
114.0 22.0 46.351854442159876
114.0 22.5 43.62432322312872
114.5 20.0 46.9803739244871
114.5 20.5 45.62749940073283
114.5 21.0 45.92960941117613
114.5 21.5 43.40852787316049
114.5 22.0 46.019413087945566
115.0 20.0 45.78763669779649
115.0 20.5 46.65186082775428
115.0 21.0 41.96107207731657
115.0 21.5 43.523646010962665
115.0 22.0 45.167242465067744
115.0 22.5 45.09418661695456
115.5 20.0 45.933557495766905
115.5 20.5 44.20306593768209
115.5 21.0 46.89482046456641
115.5 21.5 44.52392472532247
115.5 22.0 43.825043632407414
115.5 22.5 48.77939343333496
116.0 20.0 45.50839946936173
116.0 20.5 44.833333047680114
116.0 21.0 42.0980506835
116.0 21.5 42.63516120462403
116.0 22.0 46.24692514359752
116.0 22.5 46.463467931505924
116.5 20.0 44.92282921533713
116.5 20.5 45.78996236661943
116.5 21.0 44.29910849857658
116.5 21.5 46.33281889338561
116.5 22.0 47.77374532378367
116.5 22.5 49.29163371398335
117.0 20.0 46.92757284665764
117.0 20.5 46.99549619231276
117.0 21.0 46.95566393491263
117.0 21.5 47.72777206370799
117.0 22.0 49.850951212657804
117.0 22.5 46.08948575227372
117.0 23.0 45.850658588875206
117.0 23.5 46.21108644183858
117.5 20.0 47.68390916881519
117.5 20.5 46.839358808005926
117.5 21.0 46.748021533827554
117.5 21.5 49.6470443465512
117.5 22.0 48.649537824830865
117.5 22.5 47.90738877670544
117.5 23.0 43.3889188451729
117.5 23.5 42.85177376620205
118.0 20.0 47.1162652524887
118.0 20.5 48.54392265804938
118.0 21.0 48.583793620802744
118.0 21.5 50.86699092497332
118.0 22.0 47.679064174302766
118.0 22.5 44.290849479044894
118.0 23.0 47.60050098470525
118.0 23.5 41.08325462386295
118.0 24.0 42.32903939057357
118.5 20.0 47.37294177901909
118.5 20.5 48.71520140018563
118.5 21.0 49.018558259374956
118.5 21.5 47.07805201322014
118.5 22.0 46.46994218360951
118.5 22.5 45.30467466529029
118.5 23.0 46.49159523078859
118.5 23.5 47.79514321207681
118.5 24.0 47.375626996708405
118.5 24.5 45.30931580188304
119.0 20.0 48.05054669728988
119.0 20.5 53.047008331219615
119.0 21.0 47.10989811660257
119.0 21.5 45.3570129399676
119.0 22.0 46.51560147685822
119.0 22.5 48.62147340649898
119.0 23.0 44.19775405115665
119.0 23.5 44.88415760523449
119.0 24.0 48.51733162478299
119.0 24.5 47.79388189178799
119.5 20.0 48.5569421885255
119.5 20.5 49.5322786248042
119.5 21.0 47.705603105886674
119.5 21.5 45.72106989239032
119.5 22.0 46.340959258360044
119.5 22.5 43.63319006895789
119.5 23.0 43.463101023645926
119.5 23.5 45.14555019412826
119.5 24.0 47.24386312177491
119.5 24.5 46.943750145269384
119.5 25.0 49.14607997657582
120.0 20.0 47.79835907684166
120.0 20.5 49.557216684167884
120.0 21.0 49.22967377633186
120.0 21.5 49.656477511026154
120.0 22.0 45.14603490170237
120.0 22.5 46.17400659438494
120.0 23.0 48.881328882034566
120.0 23.5 46.892495121393225
120.0 24.0 52.926080050122856
120.0 24.5 53.30202572217845
120.0 25.0 46.82426552288959
120.0 25.5 50.31789831390473
120.0 26.0 46.03316826064245
120.0 26.5 42.41811714850367
120.5 20.0 52.17445870157715
120.5 20.5 49.20050869401982
120.5 21.0 51.190031246285834
120.5 21.5 49.80665061065619
120.5 22.0 48.5796503778992
120.5 24.5 53.89969642174985
120.5 25.0 55.423531134548185
120.5 25.5 51.50797073009227
120.5 26.0 47.08380404242809
120.5 26.5 45.81236571447131
120.5 27.0 45.02634563318908
